micro_skill_id,parent_skill_id,official_code,main_unit,subunit,skill_name,question_type,focus,item_pattern,common_error,difficulty,generation_status,naming_note
G05-N-FRAC-MUL-02-X1,G05-N-FRAC-MUL-02,N-5-5,分數,分數乘法,分數乘分數,跨單元整合,理解分數倍與乘積大小關係；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-FRAC-DIVINT-01-C1,G05-N-FRAC-DIVINT-01,N-5-7,分數,分數除法初步,分數除以整數,概念辨識,將分數平均分成若干份並計算；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-FRAC-DIVINT-01-P1,G05-N-FRAC-DIVINT-01,N-5-7,分數,分數除法初步,分數除以整數,標準程序,將分數平均分成若干份並計算；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-FRAC-DIVINT-01-R1,G05-N-FRAC-DIVINT-01,N-5-7,分數,分數除法初步,分數除以整數,逆向求未知,將分數平均分成若干份並計算；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-FRAC-DIVINT-01-A1,G05-N-FRAC-DIVINT-01,N-5-7,分數,分數除法初步,分數除以整數,情境應用,將分數平均分成若干份並計算；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-FRAC-DIVINT-01-V1,G05-N-FRAC-DIVINT-01,N-5-7,分數,分數除法初步,分數除以整數,表徵轉換,將分數平均分成若干份並計算；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-FRAC-DIVINT-01-T1,G05-N-FRAC-DIVINT-01,N-5-7,分數,分數除法初步,分數除以整數,變形進階,將分數平均分成若干份並計算；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-FRAC-DIVINT-01-X1,G05-N-FRAC-DIVINT-01,N-5-7,分數,分數除法初步,分數除以整數,跨單元整合,將分數平均分成若干份並計算；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-01-C1,G05-N-DEC-MUL-01,N-5-8,小數運算,小數乘法,小數乘整數,概念辨識,由整數倍延伸小數乘法；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-01-P1,G05-N-DEC-MUL-01,N-5-8,小數運算,小數乘法,小數乘整數,標準程序,由整數倍延伸小數乘法；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-01-R1,G05-N-DEC-MUL-01,N-5-8,小數運算,小數乘法,小數乘整數,逆向求未知,由整數倍延伸小數乘法；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-01-A1,G05-N-DEC-MUL-01,N-5-8,小數運算,小數乘法,小數乘整數,情境應用,由整數倍延伸小數乘法；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-01-V1,G05-N-DEC-MUL-01,N-5-8,小數運算,小數乘法,小數乘整數,表徵轉換,由整數倍延伸小數乘法；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-02-C1,G05-N-DEC-MUL-02,N-5-8,小數運算,小數乘法,小數乘小數,概念辨識,依位值與積的量感定位小數點；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-02-P1,G05-N-DEC-MUL-02,N-5-8,小數運算,小數乘法,小數乘小數,標準程序,依位值與積的量感定位小數點；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-02-R1,G05-N-DEC-MUL-02,N-5-8,小數運算,小數乘法,小數乘小數,逆向求未知,依位值與積的量感定位小數點；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-02-A1,G05-N-DEC-MUL-02,N-5-8,小數運算,小數乘法,小數乘小數,情境應用,依位值與積的量感定位小數點；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-02-V1,G05-N-DEC-MUL-02,N-5-8,小數運算,小數乘法,小數乘小數,表徵轉換,依位值與積的量感定位小數點；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-02-T1,G05-N-DEC-MUL-02,N-5-8,小數運算,小數乘法,小數乘小數,變形進階,依位值與積的量感定位小數點；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-DEC-MUL-02-X1,G05-N-DEC-MUL-02,N-5-8,小數運算,小數乘法,小數乘小數,跨單元整合,依位值與積的量感定位小數點；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-01-C1,G05-N-DEC-DIV-01,N-5-9,小數運算,整數與小數除法,整數除以整數商為小數,概念辨識,除不盡時延伸小數位計算；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-01-P1,G05-N-DEC-DIV-01,N-5-9,小數運算,整數與小數除法,整數除以整數商為小數,標準程序,除不盡時延伸小數位計算；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-01-R1,G05-N-DEC-DIV-01,N-5-9,小數運算,整數與小數除法,整數除以整數商為小數,逆向求未知,除不盡時延伸小數位計算；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-01-A1,G05-N-DEC-DIV-01,N-5-9,小數運算,整數與小數除法,整數除以整數商為小數,情境應用,除不盡時延伸小數位計算；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-01-V1,G05-N-DEC-DIV-01,N-5-9,小數運算,整數與小數除法,整數除以整數商為小數,表徵轉換,除不盡時延伸小數位計算；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-01-T1,G05-N-DEC-DIV-01,N-5-9,小數運算,整數與小數除法,整數除以整數商為小數,變形進階,除不盡時延伸小數位計算；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-01-X1,G05-N-DEC-DIV-01,N-5-9,小數運算,整數與小數除法,整數除以整數商為小數,跨單元整合,除不盡時延伸小數位計算；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-02-C1,G05-N-DEC-DIV-02,N-5-9,小數運算,整數與小數除法,小數除以整數,概念辨識,保持位值進行小數除法；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-02-P1,G05-N-DEC-DIV-02,N-5-9,小數運算,整數與小數除法,小數除以整數,標準程序,保持位值進行小數除法；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-02-R1,G05-N-DEC-DIV-02,N-5-9,小數運算,整數與小數除法,小數除以整數,逆向求未知,保持位值進行小數除法；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-02-A1,G05-N-DEC-DIV-02,N-5-9,小數運算,整數與小數除法,小數除以整數,情境應用,保持位值進行小數除法；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-02-V1,G05-N-DEC-DIV-02,N-5-9,小數運算,整數與小數除法,小數除以整數,表徵轉換,保持位值進行小數除法；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-02-T1,G05-N-DEC-DIV-02,N-5-9,小數運算,整數與小數除法,小數除以整數,變形進階,保持位值進行小數除法；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-DEC-DIV-02-X1,G05-N-DEC-DIV-02,N-5-9,小數運算,整數與小數除法,小數除以整數,跨單元整合,保持位值進行小數除法；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-RATE-01-C1,G05-N-RATE-01,N-5-10,比率與百分率,比率,部分量與全體量,概念辨識,比率=部分量÷全體量並判讀意義；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-RATE-01-P1,G05-N-RATE-01,N-5-10,比率與百分率,比率,部分量與全體量,標準程序,比率=部分量÷全體量並判讀意義；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-RATE-01-R1,G05-N-RATE-01,N-5-10,比率與百分率,比率,部分量與全體量,逆向求未知,比率=部分量÷全體量並判讀意義；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-RATE-01-A1,G05-N-RATE-01,N-5-10,比率與百分率,比率,部分量與全體量,情境應用,比率=部分量÷全體量並判讀意義；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-RATE-01-V1,G05-N-RATE-01,N-5-10,比率與百分率,比率,部分量與全體量,表徵轉換,比率=部分量÷全體量並判讀意義；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-RATE-01-T1,G05-N-RATE-01,N-5-10,比率與百分率,比率,部分量與全體量,變形進階,比率=部分量÷全體量並判讀意義；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-RATE-01-X1,G05-N-RATE-01,N-5-10,比率與百分率,比率,部分量與全體量,跨單元整合,比率=部分量÷全體量並判讀意義；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-PERCENT-01-C1,G05-N-PERCENT-01,N-5-10,比率與百分率,百分率,分數小數百分率互換,概念辨識,建立1%=0.01=1/100並做互換；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-PERCENT-01-P1,G05-N-PERCENT-01,N-5-10,比率與百分率,百分率,分數小數百分率互換,標準程序,建立1%=0.01=1/100並做互換；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-PERCENT-01-R1,G05-N-PERCENT-01,N-5-10,比率與百分率,百分率,分數小數百分率互換,逆向求未知,建立1%=0.01=1/100並做互換；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-PERCENT-01-A1,G05-N-PERCENT-01,N-5-10,比率與百分率,百分率,分數小數百分率互換,情境應用,建立1%=0.01=1/100並做互換；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-PERCENT-01-V1,G05-N-PERCENT-01,N-5-10,比率與百分率,百分率,分數小數百分率互換,表徵轉換,建立1%=0.01=1/100並做互換；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-PERCENT-01-T1,G05-N-PERCENT-01,N-5-10,比率與百分率,百分率,分數小數百分率互換,變形進階,建立1%=0.01=1/100並做互換；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-PERCENT-01-X1,G05-N-PERCENT-01,N-5-10,比率與百分率,百分率,分數小數百分率互換,跨單元整合,建立1%=0.01=1/100並做互換；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-TIME-01-C1,G05-N-TIME-01,N-5-16,時間量,時間乘除,時間乘法,概念辨識,複名數時間乘整數與進位；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-TIME-01-P1,G05-N-TIME-01,N-5-16,時間量,時間乘除,時間乘法,標準程序,複名數時間乘整數與進位；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-TIME-01-R1,G05-N-TIME-01,N-5-16,時間量,時間乘除,時間乘法,逆向求未知,複名數時間乘整數與進位；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-TIME-01-A1,G05-N-TIME-01,N-5-16,時間量,時間乘除,時間乘法,情境應用,複名數時間乘整數與進位；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-TIME-01-V1,G05-N-TIME-01,N-5-16,時間量,時間乘除,時間乘法,表徵轉換,複名數時間乘整數與進位；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-TIME-01-T1,G05-N-TIME-01,N-5-16,時間量,時間乘除,時間乘法,變形進階,複名數時間乘整數與進位；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-TIME-01-X1,G05-N-TIME-01,N-5-16,時間量,時間乘除,時間乘法,跨單元整合,複名數時間乘整數與進位；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-N-TIME-02-C1,G05-N-TIME-02,N-5-16,時間量,時間乘除,時間除法,概念辨識,複名數時間除以整數與退位；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-N-TIME-02-P1,G05-N-TIME-02,N-5-16,時間量,時間乘除,時間除法,標準程序,複名數時間除以整數與退位；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-N-TIME-02-R1,G05-N-TIME-02,N-5-16,時間量,時間乘除,時間除法,逆向求未知,複名數時間除以整數與退位；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-N-TIME-02-A1,G05-N-TIME-02,N-5-16,時間量,時間乘除,時間除法,情境應用,複名數時間除以整數與退位；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-N-TIME-02-V1,G05-N-TIME-02,N-5-16,時間量,時間乘除,時間除法,表徵轉換,複名數時間除以整數與退位；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-N-TIME-02-T1,G05-N-TIME-02,N-5-16,時間量,時間乘除,時間除法,變形進階,複名數時間除以整數與退位；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-N-TIME-02-X1,G05-N-TIME-02,N-5-16,時間量,時間乘除,時間除法,跨單元整合,複名數時間除以整數與退位；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-S-POLY-01-C1,G05-S-POLY-01,S-5-1,幾何性質,多邊形,三角形邊長關係,概念辨識,任意兩邊和大於第三邊並做可行性判斷；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-POLY-01-P1,G05-S-POLY-01,S-5-1,幾何性質,多邊形,三角形邊長關係,標準程序,任意兩邊和大於第三邊並做可行性判斷；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-POLY-01-R1,G05-S-POLY-01,S-5-1,幾何性質,多邊形,三角形邊長關係,逆向求未知,任意兩邊和大於第三邊並做可行性判斷；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-S-POLY-01-A1,G05-S-POLY-01,S-5-1,幾何性質,多邊形,三角形邊長關係,情境應用,任意兩邊和大於第三邊並做可行性判斷；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-POLY-01-V1,G05-S-POLY-01,S-5-1,幾何性質,多邊形,三角形邊長關係,表徵轉換,任意兩邊和大於第三邊並做可行性判斷；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-POLY-01-T1,G05-S-POLY-01,S-5-1,幾何性質,多邊形,三角形邊長關係,變形進階,任意兩邊和大於第三邊並做可行性判斷；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-S-POLY-01-X1,G05-S-POLY-01,S-5-1,幾何性質,多邊形,三角形邊長關係,跨單元整合,任意兩邊和大於第三邊並做可行性判斷；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-S-ANGLE-01-C1,G05-S-ANGLE-01,S-5-1,幾何性質,多邊形,三角形與四邊形內角,概念辨識,三角形180°及四邊形360°的推理與求角；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-ANGLE-01-P1,G05-S-ANGLE-01,S-5-1,幾何性質,多邊形,三角形與四邊形內角,標準程序,三角形180°及四邊形360°的推理與求角；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-ANGLE-01-R1,G05-S-ANGLE-01,S-5-1,幾何性質,多邊形,三角形與四邊形內角,逆向求未知,三角形180°及四邊形360°的推理與求角；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-S-ANGLE-01-A1,G05-S-ANGLE-01,S-5-1,幾何性質,多邊形,三角形與四邊形內角,情境應用,三角形180°及四邊形360°的推理與求角；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-ANGLE-01-V1,G05-S-ANGLE-01,S-5-1,幾何性質,多邊形,三角形與四邊形內角,表徵轉換,三角形180°及四邊形360°的推理與求角；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-ANGLE-01-T1,G05-S-ANGLE-01,S-5-1,幾何性質,多邊形,三角形與四邊形內角,變形進階,三角形180°及四邊形360°的推理與求角；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-S-ANGLE-01-X1,G05-S-ANGLE-01,S-5-1,幾何性質,多邊形,三角形與四邊形內角,跨單元整合,三角形180°及四邊形360°的推理與求角；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-S-SECTOR-01-C1,G05-S-SECTOR-01,S-5-3,幾何性質,扇形,扇形與圓心角,概念辨識,辨識扇形並連結圓心角與幾分之幾圓；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-SECTOR-01-P1,G05-S-SECTOR-01,S-5-3,幾何性質,扇形,扇形與圓心角,標準程序,辨識扇形並連結圓心角與幾分之幾圓；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-SECTOR-01-R1,G05-S-SECTOR-01,S-5-3,幾何性質,扇形,扇形與圓心角,逆向求未知,辨識扇形並連結圓心角與幾分之幾圓；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-S-SECTOR-01-A1,G05-S-SECTOR-01,S-5-3,幾何性質,扇形,扇形與圓心角,情境應用,辨識扇形並連結圓心角與幾分之幾圓；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-SECTOR-01-V1,G05-S-SECTOR-01,S-5-3,幾何性質,扇形,扇形與圓心角,表徵轉換,辨識扇形並連結圓心角與幾分之幾圓；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-SYM-01-C1,G05-S-SYM-01,S-5-4,幾何變換,線對稱,線對稱性質,概念辨識,對稱軸、對稱點線段垂直平分等性質；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-SYM-01-P1,G05-S-SYM-01,S-5-4,幾何變換,線對稱,線對稱性質,標準程序,對稱軸、對稱點線段垂直平分等性質；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-SYM-01-R1,G05-S-SYM-01,S-5-4,幾何變換,線對稱,線對稱性質,逆向求未知,對稱軸、對稱點線段垂直平分等性質；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
G05-S-SYM-01-A1,G05-S-SYM-01,S-5-4,幾何變換,線對稱,線對稱性質,情境應用,對稱軸、對稱點線段垂直平分等性質；本層重點：從生活敘述辨認數量關係並選擇方法,文字題、表格、生活量、簡單多步驟,抓錯關鍵量或選錯運算,3,可自動生成,MathAI原創語義分類
G05-S-SYM-01-V1,G05-S-SYM-01,S-5-4,幾何變換,線對稱,線對稱性質,表徵轉換,對稱軸、對稱點線段垂直平分等性質；本層重點：在文字、算式、圖像、表格或數線間轉換,多表徵、圖示判讀、補圖/補表,只記算式而無法連結表徵,3,可自動生成,MathAI原創語義分類
G05-S-SYM-01-T1,G05-S-SYM-01,S-5-4,幾何變換,線對稱,線對稱性質,變形進階,對稱軸、對稱點線段垂直平分等性質；本層重點：改變條件、加入干擾資訊或多步驟推理,多步驟、非直接套式、條件變化,忽略限制條件或中間量,4,可自動生成,MathAI原創語義分類
G05-S-SYM-01-X1,G05-S-SYM-01,S-5-4,幾何變換,線對稱,線對稱性質,跨單元整合,對稱軸、對稱點線段垂直平分等性質；本層重點：與前置單元共同解題並檢查合理性,兩個以上技能整合、素養閱讀,單點技能會但無法整合,5,可自動生成,MathAI原創語義分類
G05-S-AREA-PARA-01-C1,G05-S-AREA-PARA-01,S-5-2,面積,平面圖形面積,平行四邊形面積,概念辨識,以剪拼推導底×高並辨識對應高；本層重點：辨認定義、性質、數量角色或圖形結構,單一概念、直接辨識、配對或判斷,把表面特徵當核心概念,1,可自動生成,MathAI原創語義分類
G05-S-AREA-PARA-01-P1,G05-S-AREA-PARA-01,S-5-2,面積,平面圖形面積,平行四邊形面積,標準程序,以剪拼推導底×高並辨識對應高；本層重點：依標準步驟完成運算、作圖或轉換,單一程序、標準數值、一步到兩步,程序順序或位值/單位處理錯誤,2,可自動生成,MathAI原創語義分類
G05-S-AREA-PARA-01-R1,G05-S-AREA-PARA-01,S-5-2,面積,平面圖形面積,平行四邊形面積,逆向求未知,以剪拼推導底×高並辨識對應高；本層重點：由結果或部分條件反推未知數量,缺項、反求、逆運算或反向圖形,只會正向套公式，無法建立逆向關係,3,可自動生成,MathAI原創語義分類
