pack,track,grade,skill_id,official_code,main_unit,subunit,skill_name,difficulty
G5,PREHIGH,G5,G05-S-ANGLE-01,S-5-1,幾何性質,多邊形,三角形與四邊形內角,3
G5,PREHIGH,G5,G05-S-SECTOR-01,S-5-3,幾何性質,扇形,扇形與圓心角,2
G5,PREHIGH,G5,G05-S-SYM-01,S-5-4,幾何變換,線對稱,線對稱性質,3
G5,PREHIGH,G5,G05-S-AREA-PARA-01,S-5-2,面積,平面圖形面積,平行四邊形面積,3
G5,PREHIGH,G5,G05-S-AREA-TRI-01,S-5-2,面積,平面圖形面積,三角形面積,3
G5,PREHIGH,G5,G05-S-AREA-TRAP-01,S-5-2,面積,平面圖形面積,梯形面積,4
G5,PREHIGH,G5,G05-N-AREAUNIT-01,N-5-12,量與單位,生活大單位,大面積單位換算,3
G5,PREHIGH,G5,G05-N-MASSUNIT-01,N-5-13,量與單位,生活大單位,公噸與公斤,2
G5,PREHIGH,G5,G05-S-SOLID-01,S-5-7,立體幾何,柱體錐體與球,立體形體分類,2
G5,PREHIGH,G5,G05-S-FACE-01,S-5-6,立體幾何,柱體錐體與球,面與面的平行垂直,3
G5,PREHIGH,G5,G05-S-VOLUME-01,S-5-5,體積與表面積,長方體與正方體,體積公式,3
G5,PREHIGH,G5,G05-N-VOLUNIT-01,N-5-14,體積與表面積,長方體與正方體,立方公尺,4
G5,PREHIGH,G5,G05-S-SURFACE-01,S-5-5,體積與表面積,長方體與正方體,表面積,4
G5,PREHIGH,G5,G05-N-CAPACITY-01,N-5-15,體積與表面積,容積與容量,容積容量關係,4
G5,PREHIGH,G5,G05-N-DISPLACE-01,N-5-15,體積與表面積,容積與容量,排水法求不規則體積,4
G5,PREHIGH,G5,G05-R-MULTISTEP-01,N-5-2 / R-5-1,運算與關係,多步驟解題,三步驟併式,4
G5,PREHIGH,G5,G05-R-LAW-01,R-5-2,運算與關係,四則規律,分配律與簡化計算,4
G5,PREHIGH,G5,G05-R-SYMBOL-01,R-5-3,運算與關係,符號與公式,用符號表示量,3
G5,PREHIGH,G5,G05-D-LINE-01,D-5-1,資料,折線圖,讀取折線圖,2
G5,PREHIGH,G5,G05-D-LINE-02,D-5-1,資料,折線圖,製作折線圖,3
G6,PREHIGH,G6,G06-N-PRIME-01,N-6-1,因數與倍數進階,質數與合數,質數、合數與1,2
G6,PREHIGH,G6,G06-N-PRIME-02,N-6-1,因數與倍數進階,質因數分解,質因數,2
G6,PREHIGH,G6,G06-N-PRIME-03,N-6-1,因數與倍數進階,質因數分解,短除法質因數分解,3
G6,PREHIGH,G6,G06-N-COPRIME-01,N-6-2,因數與倍數進階,最大公因數與最小公倍數,互質,2
G6,PREHIGH,G6,G06-N-GCF-01,N-6-2,因數與倍數進階,最大公因數與最小公倍數,短除法求最大公因數,3
G6,PREHIGH,G6,G06-N-LCM-01,N-6-2,因數與倍數進階,最大公因數與最小公倍數,短除法求最小公倍數,3
G6,PREHIGH,G6,G06-N-GCFLCM-APP-01,N-6-2,因數與倍數進階,最大公因數與最小公倍數,分組與週期應用,4
G6,PREHIGH,G6,G06-N-FRAC-DIV-01,N-6-3,分數除法,分數除法概念,整數除以分數,3
G6,PREHIGH,G6,G06-N-FRAC-DIV-02,N-6-3,分數除法,分數除法概念,分數除以分數,4
G6,PREHIGH,G6,G06-N-FRAC-DIV-03,N-6-3,分數除法,分數除法應用,分數除法文字題,4
G6,PREHIGH,G6,G06-N-DEC-DIV-01,N-6-4,小數除法,除數為小數,整數除以小數,3
G6,PREHIGH,G6,G06-N-DEC-DIV-02,N-6-4,小數除法,除數為小數,小數除以小數,3
G6,PREHIGH,G6,G06-N-DEC-DIV-03,N-6-4,小數除法,商與概數,小數除法取概數,3
G6,PREHIGH,G6,G06-R-MIXED-01,N-6-5 / R-6-1,四則與規律,數系混合計算,小數四則混合,3
G6,PREHIGH,G6,G06-R-MIXED-02,N-6-5 / R-6-1,四則與規律,數系混合計算,分數四則混合,4
G6,PREHIGH,G6,G06-R-MIXED-03,N-6-5 / R-6-1,四則與規律,數系混合計算,分數小數混合,4
G6,PREHIGH,G6,G06-N-RATIO-01,N-6-6,比與比例,比與比值,比的意義與記法,2
G6,PREHIGH,G6,G06-N-RATIO-02,N-6-6,比與比例,比與比值,比值,3
G6,PREHIGH,G6,G06-N-RATIO-03,N-6-6,比與比例,相等的比,等比與最簡整數比,3
G6,PREHIGH,G6,G06-N-RATIO-APP-01,N-6-6,比與比例,比的應用,按比分配,4
G6,PREHIGH,G6,G06-N-SPEED-01,N-6-7,速率,速率概念,速率的意義,2
G6,PREHIGH,G6,G06-N-SPEED-02,N-6-7,速率,距離速率時間,三量關係,3
G6,PREHIGH,G6,G06-N-SPEED-03,N-6-7,速率,速率單位,秒速分速時速換算,4
G6,PREHIGH,G6,G06-N-SPEED-APP-01,N-6-7,速率,速率應用,平均速率,4
G6,PREHIGH,G6,G06-N-SPEED-APP-02,N-6-7 / R-6-4,速率,速率應用,相遇、相離與追趕,5
G6,PREHIGH,G6,G06-N-BASE-01,N-6-8,兩量關係,基準量與比較量,辨認基準量,3
G6,PREHIGH,G6,G06-N-BASE-02,N-6-8,兩量關係,基準量與比較量,比較量與倍數,3
G6,PREHIGH,G6,G06-N-BASE-03,N-6-8,兩量關係,基準量與比較量,兩量和差,4
G6,PREHIGH,G6,G06-R-PATTERN-01,R-6-2,數量關係,規律與模式,數形規律,3
G6,PREHIGH,G6,G06-R-INVARIANT-01,R-6-1 / R-6-2,數量關係,運算不變性,和差積商不變,4
G6,PREHIGH,G6,G06-R-INTERVAL-01,N-6-9 / R-6-4,數量關係,典型解題,間隔問題,4
G6,PREHIGH,G6,G06-R-COUNT-01,N-6-9 / R-6-4,數量關係,典型解題,搭配與組合,4
G6,PREHIGH,G6,G06-R-AGES-01,N-6-9 / R-6-4,數量關係,典型解題,年齡問題,5
G6,PREHIGH,G6,G06-R-SUMDIFF-01,N-6-9 / R-6-4,數量關係,典型解題,和差問題,4
G6,PREHIGH,G6,G06-R-CHICKEN-01,N-6-9 / R-6-4,數量關係,典型解題,雙條件總量推理,5
G6,PREHIGH,G6,G06-R-EXPR-01,R-6-3,數量關係,關係式表示,文字轉關係式,3
G6,PREHIGH,G6,G06-S-SCALE-01,S-6-1,比例幾何,放大與縮小,放大縮小性質,3
G6,PREHIGH,G6,G06-S-SCALE-02,S-6-1,比例幾何,放大與縮小,繪製放大縮小圖,3
G6,PREHIGH,G6,G06-S-MAPSCALE-01,S-6-2,比例幾何,比例尺,比例尺表示,3
G6,PREHIGH,G6,G06-S-MAPSCALE-02,S-6-2,比例幾何,比例尺,比例尺應用,4
G6,PREHIGH,G6,G06-S-PI-01,S-6-3,圓與扇形,圓周長,圓周率,2
G6,PREHIGH,G6,G06-S-CIRC-01,S-6-3,圓與扇形,圓周長,圓周長,3
G6,PREHIGH,G6,G06-S-ARC-01,S-6-3,圓與扇形,扇形周長,扇形弧長與周長,4
G6,PREHIGH,G6,G06-S-CIRCLEAREA-01,S-6-3,圓與扇形,圓面積,圓面積,3
G6,PREHIGH,G6,G06-S-SECTORAREA-01,S-6-3,圓與扇形,扇形面積,扇形面積,4
G6,PREHIGH,G6,G06-S-COMPOSITE-AREA-01,S-6-3,圓與扇形,複合圖形,圓與扇形複合面積,5
G6,PREHIGH,G6,G06-S-PRISM-VOL-01,S-6-4,柱體,柱體體積,角柱與圓柱體積,3
G6,PREHIGH,G6,G06-S-PRISM-VOL-02,S-6-4,柱體,柱體體積,複合柱體體積,5
G6,PREHIGH,G6,G06-S-PRISM-SURF-01,S-6-4,柱體,柱體表面積,角柱與圓柱表面積,4
G6,PREHIGH,G6,G06-D-PIE-01,D-6-1,資料,圓形圖,報讀圓形圖,2
G6,PREHIGH,G6,G06-D-PIE-02,D-6-1,資料,圓形圖,製作圓形圖,3
G6,PREHIGH,G6,G06-D-PIE-03,D-6-1,資料,統計圖應用,選圖與比較,4
G6,PREHIGH,G6,G06-D-PROB-01,D-6-2,資料,可能性,可能性判讀,3
G7,PREHIGH,G7,G07-N-PRIME-01,N-7-1,整數與質因數,質數,質數與合數,2
G7,PREHIGH,G7,G07-N-SIEVE-01,N-7-1,整數與質因數,質數,質數篩法,2
G7,PREHIGH,G7,G07-N-FACT-STD-01,N-7-2,整數與質因數,標準分解式,質因數標準分解式,3
G7,PREHIGH,G7,G07-N-FACTORCOUNT-01,N-7-2,整數與質因數,標準分解式,由標準分解式判斷因數,4
G7,PREHIGH,G7,G07-N-GCDLCM-01,N-7-2,整數與質因數,因數倍數應用,以標準分解式求公因公倍,4
G7,PREHIGH,G7,G07-N-SIGNED-01,N-7-3 / N-7-5,正負數,正負數與數線,正數負數與相反量,2
G7,PREHIGH,G7,G07-N-NUMBERLINE-01,N-7-5,正負數,數線,負數數線與大小,2
G7,PREHIGH,G7,G07-N-OPPOSITE-01,N-7-3 / N-7-5,正負數,相反數,相反數,2
G7,PREHIGH,G7,G07-N-ABS-01,N-7-5,正負數,絕對值,絕對值的距離意義,3
G7,PREHIGH,G7,G07-N-DIST-01,N-7-5,正負數,數線距離,兩點距離 |a-b|,4
G7,PREHIGH,G7,G07-N-ADDINT-01,N-7-3,正負數運算,整數加減,正負數加法,2
G7,PREHIGH,G7,G07-N-SUBINT-01,N-7-3,正負數運算,整數加減,正負數減法,3
G7,PREHIGH,G7,G07-N-MULINT-01,N-7-3,正負數運算,整數乘除,正負數乘法,2
G7,PREHIGH,G7,G07-N-DIVINT-01,N-7-3,正負數運算,整數乘除,正負數除法,2
G7,PREHIGH,G7,G07-N-MIXED-01,N-7-3 / N-7-4,正負數運算,四則混合,含負數四則混合,4
G7,PREHIGH,G7,G07-N-LAWS-01,N-7-4,正負數運算,運算規律,交換結合分配律,4
G7,PREHIGH,G7,G07-N-NEG-BRACKET-01,N-7-4,正負數運算,負號規則,括號前負號,4
G7,PREHIGH,G7,G07-N-POWER-01,N-7-6,指數,指數意義,底數指數與乘方,2
G7,PREHIGH,G7,G07-N-ZEROPOWER-01,N-7-6,指數,指數意義,零次方,3
G7,PREHIGH,G7,G07-N-POWER-CMP-01,N-7-6,指數,指數意義,同底數冪大小比較,3
G7,PREHIGH,G7,G07-N-INDEX-MUL-01,N-7-7,指數,指數律,同底數乘法,3
G7,PREHIGH,G7,G07-N-INDEX-DIV-01,N-7-7,指數,指數律,同底數除法,3
G7,PREHIGH,G7,G07-N-INDEX-POW-01,N-7-7,指數,指數律,乘方的乘方,4
G7,PREHIGH,G7,G07-N-INDEX-PROD-01,N-7-7,指數,指數律,乘積的乘方,4
G7,PREHIGH,G7,G07-N-SCI-01,N-7-8,科學記號,表示與轉換,大數科學記號,2
G7,PREHIGH,G7,G07-N-SCI-SMALL-01,N-7-8,科學記號,表示與轉換,小數科學記號,3
G7,PREHIGH,G7,G07-N-SCI-CMP-01,N-7-8,科學記號,表示與轉換,科學記號大小比較,3
G7,PREHIGH,G7,G07-A-SYMBOL-01,A-7-1,代數式,符號表示,以字母代表數,2
G7,PREHIGH,G7,G07-A-EXPR-READ-01,A-7-1,代數式,代數式,代數式簡記與讀法,2
G7,PREHIGH,G7,G07-A-LIKE-01,A-7-1,代數式,化簡,同類項辨認,3
G7,PREHIGH,G7,G07-A-COMBINE-01,A-7-1,代數式,化簡,合併同類項,3
G7,PREHIGH,G7,G07-A-SUBSTITUTE-01,A-7-1,代數式,代入,代數式求值,3
G7,PREHIGH,G7,G07-A-EXPR-APP-01,A-7-1,代數式,情境列式,文字轉代數式,4
G7,PREHIGH,G7,G07-A-LINEQ-MEAN-01,A-7-2,一元一次方程式,方程式意義,方程式與解,2
G7,PREHIGH,G7,G07-A-LINEQ-FORM-01,A-7-2,一元一次方程式,列方程式,文字轉方程式,4
G7,PREHIGH,G7,G07-A-EQUALITY-01,A-7-3,一元一次方程式,解法,等量公理,3
G7,PREHIGH,G7,G07-A-TRANSPOSE-01,A-7-3,一元一次方程式,解法,移項法則,3
G7,PREHIGH,G7,G07-A-SOLVE-01,A-7-3,一元一次方程式,解法,含括號與分數的一次方程式,4
G7,PREHIGH,G7,G07-A-CHECK-01,A-7-3,一元一次方程式,驗算,代回驗算,2
G7,PREHIGH,G7,G07-A-EQAPP-01,A-7-3,一元一次方程式,應用,一元一次方程式文字題,5
G7,PREHIGH,G7,G07-A-TWOEQ-MEAN-01,A-7-4,二元一次聯立,方程式意義,二元一次方程式與解,3
G7,PREHIGH,G7,G07-A-SYSTEM-MEAN-01,A-7-4,二元一次聯立,聯立意義,聯立方程式與共同解,3
G7,PREHIGH,G7,G07-A-SYSTEM-FORM-01,A-7-4,二元一次聯立,列式,文字轉聯立方程式,4
G7,PREHIGH,G7,G07-A-SUBMETHOD-01,A-7-5,二元一次聯立,解法,代入消去法,4
G7,PREHIGH,G7,G07-A-ELIMMETHOD-01,A-7-5,二元一次聯立,解法,加減消去法,4
G7,PREHIGH,G7,G07-A-SYSTEM-CHECK-01,A-7-5,二元一次聯立,驗算,聯立解驗算,3
G7,PREHIGH,G7,G07-A-SYSTEM-APP-01,A-7-5,二元一次聯立,應用,二元一次聯立文字題,5
G7,PREHIGH,G7,G07-G-COORD-01,G-7-1,坐標,直角坐標系,坐標軸與象限,2
G7,PREHIGH,G7,G07-G-PLOT-01,G-7-1,坐標,直角坐標系,報讀與標示坐標點,2
G7,PREHIGH,G7,G07-G-DIST-01,G-7-1,坐標,直角坐標系,水平垂直距離,3
G7,PREHIGH,G7,G07-A-LINEGRAPH-01,A-7-6 / G-7-1,坐標與方程式,二元一次方程式圖形,由方程式找點畫直線,4
G7,PREHIGH,G7,G07-A-HVLINE-01,A-7-6 / G-7-1,坐標與方程式,特殊直線,x=c與y=c,3
G7,PREHIGH,G7,G07-A-SYS-GEO-01,A-7-6,坐標與方程式,聯立幾何意義,兩直線交點與唯一解,4
G7,PREHIGH,G7,G07-N-RATIO-01,N-7-9,比例,比與比例式,比與比值,2
G7,PREHIGH,G7,G07-N-PROP-01,N-7-9,比例,比與比例式,比例式,3
G7,PREHIGH,G7,G07-N-DIRECT-01,N-7-9,比例,正比,正比關係,4
G7,PREHIGH,G7,G07-N-INVERSE-01,N-7-9,比例,反比,反比關係,4
G7,PREHIGH,G7,G07-N-PROP-APP-01,N-7-9,比例,比例應用,比例式生活題,4
G7,PREHIGH,G7,G07-A-INEQ-MEAN-01,A-7-7,一元一次不等式,不等式意義,不等號與數量範圍,2
G7,PREHIGH,G7,G07-A-INEQ-FORM-01,A-7-7,一元一次不等式,列不等式,文字轉不等式,4
G7,PREHIGH,G7,G07-A-INEQ-SOLVE-01,A-7-8,一元一次不等式,解法,單一一元一次不等式,4
G7,PREHIGH,G7,G07-A-INEQ-LINE-01,A-7-8,一元一次不等式,數線,解集數線表示,3
G7,PREHIGH,G7,G07-A-INEQ-APP-01,A-7-8,一元一次不等式,應用,範圍與最少最多問題,5
G7,PREHIGH,G7,G07-D-CHART-01,D-7-1,統計,統計圖表,統計圖表判讀,3
G7,PREHIGH,G7,G07-D-HIST-01,D-7-1,統計,統計圖表,直方圖,3
G7,PREHIGH,G7,G07-D-CONTINGENCY-01,D-7-1,統計,統計圖表,列聯表,4
G7,PREHIGH,G7,G07-D-MEAN-01,D-7-2,統計,統計量,平均數,3
G7,PREHIGH,G7,G07-D-MEDIAN-01,D-7-2,統計,統計量,中位數,3
G7,PREHIGH,G7,G07-D-MODE-01,D-7-2,統計,統計量,眾數,2
G7,PREHIGH,G7,G07-D-COMPARE-01,D-7-2,統計,統計量,比較平均中位眾數,4
G7,PREHIGH,G7,G07-S-NOTATION-01,S-7-1,幾何基礎,幾何符號,點線線段射線角符號,2
G7,PREHIGH,G7,G07-S-THREEVIEW-01,S-7-2,立體幾何,三視圖,由立體判讀三視圖,3
G7,PREHIGH,G7,G07-S-THREEVIEW-02,S-7-2,立體幾何,三視圖,由三視圖推立體,5
G7,PREHIGH,G7,G07-S-PERP-01,S-7-3,幾何關係,垂直,垂直符號與中垂線,3
G7,PREHIGH,G7,G07-S-POINTLINE-01,S-7-3,幾何關係,垂直,點到直線距離,3
G7,PREHIGH,G7,G07-S-SYM-PROP-01,S-7-4,線對稱,性質,線對稱性質,4
G7,PREHIGH,G7,G07-S-SYM-FIG-01,S-7-5,線對稱,基本圖形,線對稱圖形判別,3
G8,PREHIGH,G8,G08-A-MULFORM-01,A-8-1,多項式與公式,乘法公式,和平方公式,3
G8,PREHIGH,G8,G08-A-MULFORM-02,A-8-1,多項式與公式,乘法公式,差平方公式,3
G8,PREHIGH,G8,G08-A-MULFORM-03,A-8-1,多項式與公式,乘法公式,平方差公式,3
G8,PREHIGH,G8,G08-A-MULFORM-04,A-8-1,多項式與公式,乘法公式,雙二項式展開,3
G8,PREHIGH,G8,G08-A-MULFORM-APP-01,A-8-1,多項式與公式,乘法公式,公式逆辨識與數值簡算,4
G8,PREHIGH,G8,G08-A-POLY-TERM-01,A-8-2,多項式與公式,多項式,項係數常數項,2
G8,PREHIGH,G8,G08-A-POLY-DEG-01,A-8-2,多項式與公式,多項式,次數與最高次項,2
G8,PREHIGH,G8,G08-A-POLY-ORDER-01,A-8-2,多項式與公式,多項式,升冪與降冪排列,2
G8,PREHIGH,G8,G08-A-POLY-ADD-01,A-8-3,多項式與公式,多項式運算,多項式加法,3
G8,PREHIGH,G8,G08-A-POLY-SUB-01,A-8-3,多項式與公式,多項式運算,多項式減法,3
G8,PREHIGH,G8,G08-A-POLY-MUL-MONO-01,A-8-3,多項式與公式,多項式運算,單項式乘多項式,3
G8,PREHIGH,G8,G08-A-POLY-MUL-01,A-8-3,多項式與公式,多項式運算,多項式乘多項式,4
G8,PREHIGH,G8,G08-A-POLY-DIV-01,A-8-3,多項式與公式,多項式運算,多項式除法,4
G8,PREHIGH,G8,G08-A-POLY-ID-01,A-8-1 / A-8-3,多項式與公式,恆等式,乘法公式驗證,4
G8,PREHIGH,G8,G08-N-SQRT-MEAN-01,N-8-1,平方根與根式,平方根,平方根與根號,3
G8,PREHIGH,G8,G08-N-SQRT-PERFECT-01,N-8-1,平方根與根式,平方根,完全平方數平方根,2
G8,PREHIGH,G8,G08-N-RAD-SIMPLIFY-01,N-8-1,平方根與根式,根式,根式化簡,3
G8,PREHIGH,G8,G08-N-RAD-MUL-01,N-8-1,平方根與根式,根式運算,根式乘法,3
G8,PREHIGH,G8,G08-N-RAD-DIV-01,N-8-1,平方根與根式,根式運算,根式除法,4
G8,PREHIGH,G8,G08-N-RAD-ADD-01,N-8-1,平方根與根式,根式運算,同類根式加減,4
G8,PREHIGH,G8,G08-N-RAD-MIX-01,N-8-1 / A-8-1,平方根與根式,根式運算,根式混合與乘法公式,5
G8,PREHIGH,G8,G08-N-SQRT-INTPART-01,N-8-2,平方根與根式,近似值,平方根整數部分,3
G8,PREHIGH,G8,G08-N-SQRT-APPROX-01,N-8-2,平方根與根式,近似值,十分逼近,3
G8,PREHIGH,G8,G08-S-PYTH-01,S-8-6,畢氏定理與距離,直角三角形,畢氏定理,3
G8,PREHIGH,G8,G08-S-PYTH-INV-01,S-8-6,畢氏定理與距離,直角三角形,畢氏逆定理,4
G8,PREHIGH,G8,G08-S-PYTH-LEN-01,S-8-6,畢氏定理與距離,直角三角形,未知邊長,4
G8,PREHIGH,G8,G08-S-PYTH-APP-01,S-8-6,畢氏定理與距離,應用,生活與複合圖形,4
G8,PREHIGH,G8,G08-G-DIST-01,G-8-1 / S-8-6,畢氏定理與距離,坐標距離,兩點距離公式,4
G8,PREHIGH,G8,G08-G-DIST-APP-01,G-8-1,畢氏定理與距離,坐標距離,坐標幾何應用,5
G8,PREHIGH,G8,G08-A-FACTOR-MEAN-01,A-8-4,因式分解,基本概念,因式與倍式,2
G8,PREHIGH,G8,G08-A-FACTOR-GCF-01,A-8-5,因式分解,提公因式,單項式公因式,3
G8,PREHIGH,G8,G08-A-FACTOR-GROUP-01,A-8-5,因式分解,提公因式,共同多項式因式,4
G8,PREHIGH,G8,G08-A-FACTOR-SQ1-01,A-8-5,因式分解,乘法公式,完全平方公式因式分解,3
G8,PREHIGH,G8,G08-A-FACTOR-DIFFSQ-01,A-8-5,因式分解,乘法公式,平方差因式分解,3
G8,PREHIGH,G8,G08-A-FACTOR-CROSS1-01,A-8-5,因式分解,十字交乘,首項係數1,4
G8,PREHIGH,G8,G08-A-FACTOR-CROSS2-01,A-8-5,因式分解,十字交乘,首項係數非1,5
G8,PREHIGH,G8,G08-A-FACTOR-CHOICE-01,A-8-4 / A-8-5,因式分解,策略選擇,選擇因式分解方法,5
G8,PREHIGH,G8,G08-A-FACTOR-CHECK-01,A-8-4,因式分解,驗證,乘回驗證,3
G8,PREHIGH,G8,G08-A-QUAD-MEAN-01,A-8-6,一元二次方程式,方程式意義,一元二次方程式與解,3
G8,PREHIGH,G8,G08-A-QUAD-FORM-01,A-8-6,一元二次方程式,列式,由情境列二次方程式,4
G8,PREHIGH,G8,G08-A-QUAD-FACT-01,A-8-7,一元二次方程式,解法,因式分解法,4
G8,PREHIGH,G8,G08-A-QUAD-SQRT-01,A-8-7,一元二次方程式,解法,平方根法,4
G8,PREHIGH,G8,G08-A-QUAD-COMPLETE-01,A-8-7,一元二次方程式,解法,配方法,5
G8,PREHIGH,G8,G08-A-QUAD-FORMULA-01,A-8-7,一元二次方程式,解法,公式解,5
G8,PREHIGH,G8,G08-A-QUAD-ROOTTYPE-01,A-8-7,一元二次方程式,根的判讀,根的存在與重根初步,5
G8,PREHIGH,G8,G08-A-QUAD-CHECK-01,A-8-7,一元二次方程式,驗算,代回驗根,3
G8,PREHIGH,G8,G08-A-QUAD-APP-01,A-8-7,一元二次方程式,應用,面積與數量應用,5
G8,PREHIGH,G8,G08-A-QUAD-APPROX-01,A-8-7 / N-8-2,一元二次方程式,近似解,計算機近似根,4
G8,PREHIGH,G8,G08-D-RELATIVE-01,D-8-1,統計,次數分配,相對次數,3
G8,PREHIGH,G8,G08-D-CUMFREQ-01,D-8-1,統計,次數分配,累積次數,3
G8,PREHIGH,G8,G08-D-CUMREL-01,D-8-1,統計,次數分配,累積相對次數,4
G8,PREHIGH,G8,G08-D-OGIVE-01,D-8-1,統計,統計圖,累積相對次數折線圖,4
G8,PREHIGH,G8,G08-D-DIST-APP-01,D-8-1,統計,資料解讀,分布比較,5
G8,PREHIGH,G8,G08-N-SEQ-MEAN-01,N-8-3,數列與級數,數列,數列與項,2
G8,PREHIGH,G8,G08-N-SEQ-PATTERN-01,N-8-3,數列與級數,數列,一般規律數列,3
G8,PREHIGH,G8,G08-N-ARITH-MEAN-01,N-8-4,數列與級數,等差數列,首項公差,2
G8,PREHIGH,G8,G08-N-ARITH-TERM-01,N-8-4,數列與級數,等差數列,等差數列一般項,3
G8,PREHIGH,G8,G08-N-ARITH-REVERSE-01,N-8-4,數列與級數,等差數列,由相鄰/含首項資料反求,4
G8,PREHIGH,G8,G08-N-ARITH-MID-01,N-8-4,數列與級數,等差數列,等差中項,3
G8,PREHIGH,G8,G08-N-ARITH-SUM-01,N-8-5,數列與級數,等差級數,前n項和,4
G8,PREHIGH,G8,G08-N-ARITH-SUMAPP-01,N-8-5,數列與級數,等差級數,生活與圖形應用,5
G8,PREHIGH,G8,G08-N-GEO-MEAN-01,N-8-6,數列與級數,等比數列,首項公比,3
G8,PREHIGH,G8,G08-N-GEO-TERM-01,N-8-6,數列與級數,等比數列,等比數列一般項,4
G8,PREHIGH,G8,G08-N-GEO-MID-01,N-8-6,數列與級數,等比數列,等比中項,4
G8,PREHIGH,G8,G08-F-FUNC-MEAN-01,F-8-1,一次函數,函數概念,對應關係,3
G8,PREHIGH,G8,G08-F-CONST-01,F-8-1,一次函數,函數概念,常數函數,2
G8,PREHIGH,G8,G08-F-LINEAR-01,F-8-1,一次函數,函數概念,一次函數y=ax+b,3
G8,PREHIGH,G8,G08-F-TABLE-01,F-8-1,一次函數,多表徵,函數表格,3
G8,PREHIGH,G8,G08-F-GRAPH-01,F-8-2,一次函數,圖形,一次函數圖形,3
G8,PREHIGH,G8,G08-F-CONSTGRAPH-01,F-8-2,一次函數,圖形,常數函數圖形,2
G8,PREHIGH,G8,G08-F-GRAPH-READ-01,F-8-2,一次函數,圖形,由圖讀變化,4
G8,PREHIGH,G8,G08-F-MODEL-01,F-8-1 / F-8-2,一次函數,應用,線性情境建模,5
G8,PREHIGH,G8,G08-S-ANGLE-REL-01,S-8-1,三角形與角,角關係,互餘互補與對頂角,3
G8,PREHIGH,G8,G08-S-TRANSVERSAL-01,S-8-1 / S-8-3,三角形與角,截角,同位內錯同側內角,4
G8,PREHIGH,G8,G08-S-POLY-INNER-01,S-8-2,多邊形,內角和,凸多邊形內角和,3
G8,PREHIGH,G8,G08-S-REGPOLY-01,S-8-2,多邊形,正多邊形,每一內角,4
G8,PREHIGH,G8,G08-S-PARALLEL-01,S-8-3,平行,截角性質,由平行推角關係,4
G8,PREHIGH,G8,G08-S-PARALLEL-REV-01,S-8-3,平行,判定,由角關係判平行,4
G8,PREHIGH,G8,G08-S-CONGRUENT-01,S-8-4,全等,全等圖形,全等與對應,3
G8,PREHIGH,G8,G08-S-TRI-SSS-01,S-8-5,全等,三角形判定,SSS,3
G8,PREHIGH,G8,G08-S-TRI-SAS-01,S-8-5,全等,三角形判定,SAS,3
G8,PREHIGH,G8,G08-S-TRI-ASA-01,S-8-5,全等,三角形判定,ASA/AAS,4
G8,PREHIGH,G8,G08-S-TRI-RHS-01,S-8-5,全等,三角形判定,RHS,4
G8,PREHIGH,G8,G08-S-CONG-PROOF-01,S-8-5 / S-8-12,全等,幾何推理,由全等推出邊角相等,5
G8,PREHIGH,G8,G08-S-EQUIL-H-01,S-8-7,面積,正三角形,正三角形高,4
G8,PREHIGH,G8,G08-S-EQUIL-A-01,S-8-7,面積,正三角形,正三角形面積,4
G8,PREHIGH,G8,G08-S-COMPOSITE-AREA-01,S-8-7,面積,複合圖形,含正三角形/根式的複合面積,5
G8,PREHIGH,G8,G08-S-ISO-01,S-8-8,三角形性質,等腰三角形,等邊對等角,3
G8,PREHIGH,G8,G08-S-BIGANGLE-01,S-8-8,三角形性質,邊角關係,大角對大邊,4
G8,PREHIGH,G8,G08-S-TRI-INEQ-01,S-8-8,三角形性質,三角不等式,兩邊和大於第三邊,4
G8,PREHIGH,G8,G08-S-EXTERIOR-01,S-8-8,三角形性質,外角,外角等於兩內對角和,4
G8,PREHIGH,G8,G08-S-PARA-PROP-01,S-8-9,四邊形,平行四邊形,邊角與對角線性質,4
G8,PREHIGH,G8,G08-S-PARA-TEST-01,S-8-9,四邊形,平行四邊形,判定條件,5
G8,PREHIGH,G8,G08-S-RECT-PROP-01,S-8-10,四邊形,長方形,對角線等長互相平分,4
G8,PREHIGH,G8,G08-S-RHOM-PROP-01,S-8-10,四邊形,菱形,對角線垂直平分,4
G8,PREHIGH,G8,G08-S-KITE-PROP-01,S-8-10,四邊形,箏形,一條對角線垂直平分另一條,4
G8,PREHIGH,G8,G08-S-TRAP-ISO-01,S-8-11,四邊形,等腰梯形,底角相等與線對稱,4
G8,PREHIGH,G8,G08-S-TRAP-MID-01,S-8-11,四邊形,梯形,中點連線,5
G8,PREHIGH,G8,G08-S-COMPASS-COPY-01,S-8-12,尺規作圖,基本作圖,複製線段角三角形,3
G8,PREHIGH,G8,G08-S-COMPASS-BISECT-01,S-8-12,尺規作圖,基本作圖,中垂線與角平分線,4
G8,PREHIGH,G8,G08-S-COMPASS-PERP-01,S-8-12,尺規作圖,基本作圖,作垂直線與平行線,4
G8,PREHIGH,G8,G08-S-PROOF-BASIC-01,S-8-12,尺規作圖,幾何推理,寫出性質依據,5
G9,PREHIGH,G9,G09-N-CONT-RATIO-01,N-9-1,連比與比例,連比,連比記法,2
