grade,track,skill_id,official_code,skill_name
G6,GENERAL_OR_PREHIGH,G06-N-DEC-DIV-02,N-6-4,小數除以小數
G6,GENERAL_OR_PREHIGH,G06-N-DEC-DIV-03,N-6-4,小數除法取概數
G6,GENERAL_OR_PREHIGH,G06-R-MIXED-01,N-6-5 / R-6-1,小數四則混合
G6,GENERAL_OR_PREHIGH,G06-R-MIXED-02,N-6-5 / R-6-1,分數四則混合
G6,GENERAL_OR_PREHIGH,G06-R-MIXED-03,N-6-5 / R-6-1,分數小數混合
G6,GENERAL_OR_PREHIGH,G06-N-RATIO-01,N-6-6,比的意義與記法
G6,GENERAL_OR_PREHIGH,G06-N-RATIO-02,N-6-6,比值
G6,GENERAL_OR_PREHIGH,G06-N-RATIO-03,N-6-6,等比與最簡整數比
G6,GENERAL_OR_PREHIGH,G06-N-RATIO-APP-01,N-6-6,按比分配
G6,GENERAL_OR_PREHIGH,G06-N-SPEED-01,N-6-7,速率的意義
G6,GENERAL_OR_PREHIGH,G06-N-SPEED-02,N-6-7,三量關係
G6,GENERAL_OR_PREHIGH,G06-N-SPEED-03,N-6-7,秒速分速時速換算
G6,GENERAL_OR_PREHIGH,G06-N-SPEED-APP-01,N-6-7,平均速率
G6,GENERAL_OR_PREHIGH,G06-N-SPEED-APP-02,N-6-7 / R-6-4,相遇、相離與追趕
G6,GENERAL_OR_PREHIGH,G06-N-BASE-01,N-6-8,辨認基準量
G6,GENERAL_OR_PREHIGH,G06-N-BASE-02,N-6-8,比較量與倍數
G6,GENERAL_OR_PREHIGH,G06-N-BASE-03,N-6-8,兩量和差
G6,GENERAL_OR_PREHIGH,G06-R-PATTERN-01,R-6-2,數形規律
G6,GENERAL_OR_PREHIGH,G06-R-INVARIANT-01,R-6-1 / R-6-2,和差積商不變
G6,GENERAL_OR_PREHIGH,G06-R-INTERVAL-01,N-6-9 / R-6-4,間隔問題
G6,GENERAL_OR_PREHIGH,G06-R-COUNT-01,N-6-9 / R-6-4,搭配與組合
G6,GENERAL_OR_PREHIGH,G06-R-AGES-01,N-6-9 / R-6-4,年齡問題
G6,GENERAL_OR_PREHIGH,G06-R-SUMDIFF-01,N-6-9 / R-6-4,和差問題
G6,GENERAL_OR_PREHIGH,G06-R-CHICKEN-01,N-6-9 / R-6-4,雙條件總量推理
G6,GENERAL_OR_PREHIGH,G06-R-EXPR-01,R-6-3,文字轉關係式
G6,GENERAL_OR_PREHIGH,G06-S-SCALE-01,S-6-1,放大縮小性質
G6,GENERAL_OR_PREHIGH,G06-S-SCALE-02,S-6-1,繪製放大縮小圖
G6,GENERAL_OR_PREHIGH,G06-S-MAPSCALE-01,S-6-2,比例尺表示
G6,GENERAL_OR_PREHIGH,G06-S-MAPSCALE-02,S-6-2,比例尺應用
G6,GENERAL_OR_PREHIGH,G06-S-PI-01,S-6-3,圓周率
G6,GENERAL_OR_PREHIGH,G06-S-CIRC-01,S-6-3,圓周長
G6,GENERAL_OR_PREHIGH,G06-S-ARC-01,S-6-3,扇形弧長與周長
G6,GENERAL_OR_PREHIGH,G06-S-CIRCLEAREA-01,S-6-3,圓面積
G6,GENERAL_OR_PREHIGH,G06-S-SECTORAREA-01,S-6-3,扇形面積
G6,GENERAL_OR_PREHIGH,G06-S-COMPOSITE-AREA-01,S-6-3,圓與扇形複合面積
G6,GENERAL_OR_PREHIGH,G06-S-PRISM-VOL-01,S-6-4,角柱與圓柱體積
G6,GENERAL_OR_PREHIGH,G06-S-PRISM-VOL-02,S-6-4,複合柱體體積
G6,GENERAL_OR_PREHIGH,G06-S-PRISM-SURF-01,S-6-4,角柱與圓柱表面積
G6,GENERAL_OR_PREHIGH,G06-D-PIE-01,D-6-1,報讀圓形圖
G6,GENERAL_OR_PREHIGH,G06-D-PIE-02,D-6-1,製作圓形圖
G6,GENERAL_OR_PREHIGH,G06-D-PIE-03,D-6-1,選圖與比較
G6,GENERAL_OR_PREHIGH,G06-D-PROB-01,D-6-2,可能性判讀
G7,GENERAL_OR_PREHIGH,G07-N-PRIME-01,N-7-1,質數與合數
G7,GENERAL_OR_PREHIGH,G07-N-SIEVE-01,N-7-1,質數篩法
G7,GENERAL_OR_PREHIGH,G07-N-FACT-STD-01,N-7-2,質因數標準分解式
G7,GENERAL_OR_PREHIGH,G07-N-FACTORCOUNT-01,N-7-2,由標準分解式判斷因數
G7,GENERAL_OR_PREHIGH,G07-N-GCDLCM-01,N-7-2,以標準分解式求公因公倍
G7,GENERAL_OR_PREHIGH,G07-N-SIGNED-01,N-7-3 / N-7-5,正數負數與相反量
G7,GENERAL_OR_PREHIGH,G07-N-NUMBERLINE-01,N-7-5,負數數線與大小
G7,GENERAL_OR_PREHIGH,G07-N-OPPOSITE-01,N-7-3 / N-7-5,相反數
G7,GENERAL_OR_PREHIGH,G07-N-ABS-01,N-7-5,絕對值的距離意義
G7,GENERAL_OR_PREHIGH,G07-N-DIST-01,N-7-5,兩點距離 |a-b|
G7,GENERAL_OR_PREHIGH,G07-N-ADDINT-01,N-7-3,正負數加法
G7,GENERAL_OR_PREHIGH,G07-N-SUBINT-01,N-7-3,正負數減法
G7,GENERAL_OR_PREHIGH,G07-N-MULINT-01,N-7-3,正負數乘法
G7,GENERAL_OR_PREHIGH,G07-N-DIVINT-01,N-7-3,正負數除法
G7,GENERAL_OR_PREHIGH,G07-N-MIXED-01,N-7-3 / N-7-4,含負數四則混合
G7,GENERAL_OR_PREHIGH,G07-N-LAWS-01,N-7-4,交換結合分配律
G7,GENERAL_OR_PREHIGH,G07-N-NEG-BRACKET-01,N-7-4,括號前負號
G7,GENERAL_OR_PREHIGH,G07-N-POWER-01,N-7-6,底數指數與乘方
G7,GENERAL_OR_PREHIGH,G07-N-ZEROPOWER-01,N-7-6,零次方
G7,GENERAL_OR_PREHIGH,G07-N-POWER-CMP-01,N-7-6,同底數冪大小比較
G7,GENERAL_OR_PREHIGH,G07-N-INDEX-MUL-01,N-7-7,同底數乘法
G7,GENERAL_OR_PREHIGH,G07-N-INDEX-DIV-01,N-7-7,同底數除法
G7,GENERAL_OR_PREHIGH,G07-N-INDEX-POW-01,N-7-7,乘方的乘方
G7,GENERAL_OR_PREHIGH,G07-N-INDEX-PROD-01,N-7-7,乘積的乘方
G7,GENERAL_OR_PREHIGH,G07-N-SCI-01,N-7-8,大數科學記號
G7,GENERAL_OR_PREHIGH,G07-N-SCI-SMALL-01,N-7-8,小數科學記號
G7,GENERAL_OR_PREHIGH,G07-N-SCI-CMP-01,N-7-8,科學記號大小比較
G7,GENERAL_OR_PREHIGH,G07-A-SYMBOL-01,A-7-1,以字母代表數
G7,GENERAL_OR_PREHIGH,G07-A-EXPR-READ-01,A-7-1,代數式簡記與讀法
G7,GENERAL_OR_PREHIGH,G07-A-LIKE-01,A-7-1,同類項辨認
G7,GENERAL_OR_PREHIGH,G07-A-COMBINE-01,A-7-1,合併同類項
G7,GENERAL_OR_PREHIGH,G07-A-SUBSTITUTE-01,A-7-1,代數式求值
G7,GENERAL_OR_PREHIGH,G07-A-EXPR-APP-01,A-7-1,文字轉代數式
G7,GENERAL_OR_PREHIGH,G07-A-LINEQ-MEAN-01,A-7-2,方程式與解
G7,GENERAL_OR_PREHIGH,G07-A-LINEQ-FORM-01,A-7-2,文字轉方程式
G7,GENERAL_OR_PREHIGH,G07-A-EQUALITY-01,A-7-3,等量公理
G7,GENERAL_OR_PREHIGH,G07-A-TRANSPOSE-01,A-7-3,移項法則
G7,GENERAL_OR_PREHIGH,G07-A-SOLVE-01,A-7-3,含括號與分數的一次方程式
G7,GENERAL_OR_PREHIGH,G07-A-CHECK-01,A-7-3,代回驗算
G7,GENERAL_OR_PREHIGH,G07-A-EQAPP-01,A-7-3,一元一次方程式文字題
G7,GENERAL_OR_PREHIGH,G07-A-TWOEQ-MEAN-01,A-7-4,二元一次方程式與解
G7,GENERAL_OR_PREHIGH,G07-A-SYSTEM-MEAN-01,A-7-4,聯立方程式與共同解
G7,GENERAL_OR_PREHIGH,G07-A-SYSTEM-FORM-01,A-7-4,文字轉聯立方程式
G7,GENERAL_OR_PREHIGH,G07-A-SUBMETHOD-01,A-7-5,代入消去法
G7,GENERAL_OR_PREHIGH,G07-A-ELIMMETHOD-01,A-7-5,加減消去法
G7,GENERAL_OR_PREHIGH,G07-A-SYSTEM-CHECK-01,A-7-5,聯立解驗算
G7,GENERAL_OR_PREHIGH,G07-A-SYSTEM-APP-01,A-7-5,二元一次聯立文字題
G7,GENERAL_OR_PREHIGH,G07-G-COORD-01,G-7-1,坐標軸與象限
G7,GENERAL_OR_PREHIGH,G07-G-PLOT-01,G-7-1,報讀與標示坐標點
G7,GENERAL_OR_PREHIGH,G07-G-DIST-01,G-7-1,水平垂直距離
G7,GENERAL_OR_PREHIGH,G07-A-LINEGRAPH-01,A-7-6 / G-7-1,由方程式找點畫直線
G7,GENERAL_OR_PREHIGH,G07-A-HVLINE-01,A-7-6 / G-7-1,x=c與y=c
G7,GENERAL_OR_PREHIGH,G07-A-SYS-GEO-01,A-7-6,兩直線交點與唯一解
G7,GENERAL_OR_PREHIGH,G07-N-RATIO-01,N-7-9,比與比值
G7,GENERAL_OR_PREHIGH,G07-N-PROP-01,N-7-9,比例式
G7,GENERAL_OR_PREHIGH,G07-N-DIRECT-01,N-7-9,正比關係
G7,GENERAL_OR_PREHIGH,G07-N-INVERSE-01,N-7-9,反比關係
G7,GENERAL_OR_PREHIGH,G07-N-PROP-APP-01,N-7-9,比例式生活題
G7,GENERAL_OR_PREHIGH,G07-A-INEQ-MEAN-01,A-7-7,不等號與數量範圍
G7,GENERAL_OR_PREHIGH,G07-A-INEQ-FORM-01,A-7-7,文字轉不等式
G7,GENERAL_OR_PREHIGH,G07-A-INEQ-SOLVE-01,A-7-8,單一一元一次不等式
G7,GENERAL_OR_PREHIGH,G07-A-INEQ-LINE-01,A-7-8,解集數線表示
G7,GENERAL_OR_PREHIGH,G07-A-INEQ-APP-01,A-7-8,範圍與最少最多問題
G7,GENERAL_OR_PREHIGH,G07-D-CHART-01,D-7-1,統計圖表判讀
G7,GENERAL_OR_PREHIGH,G07-D-HIST-01,D-7-1,直方圖
G7,GENERAL_OR_PREHIGH,G07-D-CONTINGENCY-01,D-7-1,列聯表
G7,GENERAL_OR_PREHIGH,G07-D-MEAN-01,D-7-2,平均數
G7,GENERAL_OR_PREHIGH,G07-D-MEDIAN-01,D-7-2,中位數
G7,GENERAL_OR_PREHIGH,G07-D-MODE-01,D-7-2,眾數
G7,GENERAL_OR_PREHIGH,G07-D-COMPARE-01,D-7-2,比較平均中位眾數
G7,GENERAL_OR_PREHIGH,G07-S-NOTATION-01,S-7-1,點線線段射線角符號
G7,GENERAL_OR_PREHIGH,G07-S-THREEVIEW-01,S-7-2,由立體判讀三視圖
G7,GENERAL_OR_PREHIGH,G07-S-THREEVIEW-02,S-7-2,由三視圖推立體
G7,GENERAL_OR_PREHIGH,G07-S-PERP-01,S-7-3,垂直符號與中垂線
G7,GENERAL_OR_PREHIGH,G07-S-POINTLINE-01,S-7-3,點到直線距離
G7,GENERAL_OR_PREHIGH,G07-S-SYM-PROP-01,S-7-4,線對稱性質
G7,GENERAL_OR_PREHIGH,G07-S-SYM-FIG-01,S-7-5,線對稱圖形判別
G8,GENERAL_OR_PREHIGH,G08-A-MULFORM-01,A-8-1,和平方公式
G8,GENERAL_OR_PREHIGH,G08-A-MULFORM-02,A-8-1,差平方公式
G8,GENERAL_OR_PREHIGH,G08-A-MULFORM-03,A-8-1,平方差公式
G8,GENERAL_OR_PREHIGH,G08-A-MULFORM-04,A-8-1,雙二項式展開
G8,GENERAL_OR_PREHIGH,G08-A-MULFORM-APP-01,A-8-1,公式逆辨識與數值簡算
G8,GENERAL_OR_PREHIGH,G08-A-POLY-TERM-01,A-8-2,項係數常數項
G8,GENERAL_OR_PREHIGH,G08-A-POLY-DEG-01,A-8-2,次數與最高次項
G8,GENERAL_OR_PREHIGH,G08-A-POLY-ORDER-01,A-8-2,升冪與降冪排列
G8,GENERAL_OR_PREHIGH,G08-A-POLY-ADD-01,A-8-3,多項式加法
G8,GENERAL_OR_PREHIGH,G08-A-POLY-SUB-01,A-8-3,多項式減法
G8,GENERAL_OR_PREHIGH,G08-A-POLY-MUL-MONO-01,A-8-3,單項式乘多項式
G8,GENERAL_OR_PREHIGH,G08-A-POLY-MUL-01,A-8-3,多項式乘多項式
G8,GENERAL_OR_PREHIGH,G08-A-POLY-DIV-01,A-8-3,多項式除法
G8,GENERAL_OR_PREHIGH,G08-A-POLY-ID-01,A-8-1 / A-8-3,乘法公式驗證
G8,GENERAL_OR_PREHIGH,G08-N-SQRT-MEAN-01,N-8-1,平方根與根號
G8,GENERAL_OR_PREHIGH,G08-N-SQRT-PERFECT-01,N-8-1,完全平方數平方根
G8,GENERAL_OR_PREHIGH,G08-N-RAD-SIMPLIFY-01,N-8-1,根式化簡
G8,GENERAL_OR_PREHIGH,G08-N-RAD-MUL-01,N-8-1,根式乘法
G8,GENERAL_OR_PREHIGH,G08-N-RAD-DIV-01,N-8-1,根式除法
G8,GENERAL_OR_PREHIGH,G08-N-RAD-ADD-01,N-8-1,同類根式加減
G8,GENERAL_OR_PREHIGH,G08-N-RAD-MIX-01,N-8-1 / A-8-1,根式混合與乘法公式
G8,GENERAL_OR_PREHIGH,G08-N-SQRT-INTPART-01,N-8-2,平方根整數部分
G8,GENERAL_OR_PREHIGH,G08-N-SQRT-APPROX-01,N-8-2,十分逼近
G8,GENERAL_OR_PREHIGH,G08-S-PYTH-01,S-8-6,畢氏定理
G8,GENERAL_OR_PREHIGH,G08-S-PYTH-INV-01,S-8-6,畢氏逆定理
G8,GENERAL_OR_PREHIGH,G08-S-PYTH-LEN-01,S-8-6,未知邊長
G8,GENERAL_OR_PREHIGH,G08-S-PYTH-APP-01,S-8-6,生活與複合圖形
G8,GENERAL_OR_PREHIGH,G08-G-DIST-01,G-8-1 / S-8-6,兩點距離公式
G8,GENERAL_OR_PREHIGH,G08-G-DIST-APP-01,G-8-1,坐標幾何應用
G8,GENERAL_OR_PREHIGH,G08-A-FACTOR-MEAN-01,A-8-4,因式與倍式
G8,GENERAL_OR_PREHIGH,G08-A-FACTOR-GCF-01,A-8-5,單項式公因式
G8,GENERAL_OR_PREHIGH,G08-A-FACTOR-GROUP-01,A-8-5,共同多項式因式
G8,GENERAL_OR_PREHIGH,G08-A-FACTOR-SQ1-01,A-8-5,完全平方公式因式分解
G8,GENERAL_OR_PREHIGH,G08-A-FACTOR-DIFFSQ-01,A-8-5,平方差因式分解
G8,GENERAL_OR_PREHIGH,G08-A-FACTOR-CROSS1-01,A-8-5,首項係數1
G8,GENERAL_OR_PREHIGH,G08-A-FACTOR-CROSS2-01,A-8-5,首項係數非1
G8,GENERAL_OR_PREHIGH,G08-A-FACTOR-CHOICE-01,A-8-4 / A-8-5,選擇因式分解方法
G8,GENERAL_OR_PREHIGH,G08-A-FACTOR-CHECK-01,A-8-4,乘回驗證
G8,GENERAL_OR_PREHIGH,G08-A-QUAD-MEAN-01,A-8-6,一元二次方程式與解
G8,GENERAL_OR_PREHIGH,G08-A-QUAD-FORM-01,A-8-6,由情境列二次方程式
G8,GENERAL_OR_PREHIGH,G08-A-QUAD-FACT-01,A-8-7,因式分解法
G8,GENERAL_OR_PREHIGH,G08-A-QUAD-SQRT-01,A-8-7,平方根法
G8,GENERAL_OR_PREHIGH,G08-A-QUAD-COMPLETE-01,A-8-7,配方法
G8,GENERAL_OR_PREHIGH,G08-A-QUAD-FORMULA-01,A-8-7,公式解
G8,GENERAL_OR_PREHIGH,G08-A-QUAD-ROOTTYPE-01,A-8-7,根的存在與重根初步
G8,GENERAL_OR_PREHIGH,G08-A-QUAD-CHECK-01,A-8-7,代回驗根
G8,GENERAL_OR_PREHIGH,G08-A-QUAD-APP-01,A-8-7,面積與數量應用
G8,GENERAL_OR_PREHIGH,G08-A-QUAD-APPROX-01,A-8-7 / N-8-2,計算機近似根
G8,GENERAL_OR_PREHIGH,G08-D-RELATIVE-01,D-8-1,相對次數
G8,GENERAL_OR_PREHIGH,G08-D-CUMFREQ-01,D-8-1,累積次數
G8,GENERAL_OR_PREHIGH,G08-D-CUMREL-01,D-8-1,累積相對次數
G8,GENERAL_OR_PREHIGH,G08-D-OGIVE-01,D-8-1,累積相對次數折線圖
G8,GENERAL_OR_PREHIGH,G08-D-DIST-APP-01,D-8-1,分布比較
G8,GENERAL_OR_PREHIGH,G08-N-SEQ-MEAN-01,N-8-3,數列與項
G8,GENERAL_OR_PREHIGH,G08-N-SEQ-PATTERN-01,N-8-3,一般規律數列
G8,GENERAL_OR_PREHIGH,G08-N-ARITH-MEAN-01,N-8-4,首項公差
G8,GENERAL_OR_PREHIGH,G08-N-ARITH-TERM-01,N-8-4,等差數列一般項
G8,GENERAL_OR_PREHIGH,G08-N-ARITH-REVERSE-01,N-8-4,由相鄰/含首項資料反求
G8,GENERAL_OR_PREHIGH,G08-N-ARITH-MID-01,N-8-4,等差中項
G8,GENERAL_OR_PREHIGH,G08-N-ARITH-SUM-01,N-8-5,前n項和
G8,GENERAL_OR_PREHIGH,G08-N-ARITH-SUMAPP-01,N-8-5,生活與圖形應用
G8,GENERAL_OR_PREHIGH,G08-N-GEO-MEAN-01,N-8-6,首項公比
G8,GENERAL_OR_PREHIGH,G08-N-GEO-TERM-01,N-8-6,等比數列一般項
G8,GENERAL_OR_PREHIGH,G08-N-GEO-MID-01,N-8-6,等比中項
G8,GENERAL_OR_PREHIGH,G08-F-FUNC-MEAN-01,F-8-1,對應關係
G8,GENERAL_OR_PREHIGH,G08-F-CONST-01,F-8-1,常數函數
G8,GENERAL_OR_PREHIGH,G08-F-LINEAR-01,F-8-1,一次函數y=ax+b
G8,GENERAL_OR_PREHIGH,G08-F-TABLE-01,F-8-1,函數表格
G8,GENERAL_OR_PREHIGH,G08-F-GRAPH-01,F-8-2,一次函數圖形
G8,GENERAL_OR_PREHIGH,G08-F-CONSTGRAPH-01,F-8-2,常數函數圖形
G8,GENERAL_OR_PREHIGH,G08-F-GRAPH-READ-01,F-8-2,由圖讀變化
G8,GENERAL_OR_PREHIGH,G08-F-MODEL-01,F-8-1 / F-8-2,線性情境建模
G8,GENERAL_OR_PREHIGH,G08-S-ANGLE-REL-01,S-8-1,互餘互補與對頂角
G8,GENERAL_OR_PREHIGH,G08-S-TRANSVERSAL-01,S-8-1 / S-8-3,同位內錯同側內角
G8,GENERAL_OR_PREHIGH,G08-S-POLY-INNER-01,S-8-2,凸多邊形內角和
G8,GENERAL_OR_PREHIGH,G08-S-REGPOLY-01,S-8-2,每一內角
G8,GENERAL_OR_PREHIGH,G08-S-PARALLEL-01,S-8-3,由平行推角關係
G8,GENERAL_OR_PREHIGH,G08-S-PARALLEL-REV-01,S-8-3,由角關係判平行
G8,GENERAL_OR_PREHIGH,G08-S-CONGRUENT-01,S-8-4,全等與對應
G8,GENERAL_OR_PREHIGH,G08-S-TRI-SSS-01,S-8-5,SSS
G8,GENERAL_OR_PREHIGH,G08-S-TRI-SAS-01,S-8-5,SAS
G8,GENERAL_OR_PREHIGH,G08-S-TRI-ASA-01,S-8-5,ASA/AAS
G8,GENERAL_OR_PREHIGH,G08-S-TRI-RHS-01,S-8-5,RHS
G8,GENERAL_OR_PREHIGH,G08-S-CONG-PROOF-01,S-8-5 / S-8-12,由全等推出邊角相等
G8,GENERAL_OR_PREHIGH,G08-S-EQUIL-H-01,S-8-7,正三角形高
G8,GENERAL_OR_PREHIGH,G08-S-EQUIL-A-01,S-8-7,正三角形面積
G8,GENERAL_OR_PREHIGH,G08-S-COMPOSITE-AREA-01,S-8-7,含正三角形/根式的複合面積
G8,GENERAL_OR_PREHIGH,G08-S-ISO-01,S-8-8,等邊對等角
G8,GENERAL_OR_PREHIGH,G08-S-BIGANGLE-01,S-8-8,大角對大邊
G8,GENERAL_OR_PREHIGH,G08-S-TRI-INEQ-01,S-8-8,兩邊和大於第三邊
G8,GENERAL_OR_PREHIGH,G08-S-EXTERIOR-01,S-8-8,外角等於兩內對角和
G8,GENERAL_OR_PREHIGH,G08-S-PARA-PROP-01,S-8-9,邊角與對角線性質
G8,GENERAL_OR_PREHIGH,G08-S-PARA-TEST-01,S-8-9,判定條件
G8,GENERAL_OR_PREHIGH,G08-S-RECT-PROP-01,S-8-10,對角線等長互相平分
G8,GENERAL_OR_PREHIGH,G08-S-RHOM-PROP-01,S-8-10,對角線垂直平分
G8,GENERAL_OR_PREHIGH,G08-S-KITE-PROP-01,S-8-10,一條對角線垂直平分另一條
G8,GENERAL_OR_PREHIGH,G08-S-TRAP-ISO-01,S-8-11,底角相等與線對稱
G8,GENERAL_OR_PREHIGH,G08-S-TRAP-MID-01,S-8-11,中點連線
G8,GENERAL_OR_PREHIGH,G08-S-COMPASS-COPY-01,S-8-12,複製線段角三角形
G8,GENERAL_OR_PREHIGH,G08-S-COMPASS-BISECT-01,S-8-12,中垂線與角平分線
G8,GENERAL_OR_PREHIGH,G08-S-COMPASS-PERP-01,S-8-12,作垂直線與平行線
G8,GENERAL_OR_PREHIGH,G08-S-PROOF-BASIC-01,S-8-12,寫出性質依據
G9,GENERAL_OR_PREHIGH,G09-N-CONT-RATIO-01,N-9-1,連比記法
G9,GENERAL_OR_PREHIGH,G09-N-CONT-RATIO-02,N-9-1,由兩組比合成連比
G9,GENERAL_OR_PREHIGH,G09-N-CONT-RATIO-03,N-9-1,連比例式性質
G9,GENERAL_OR_PREHIGH,G09-N-CONT-RATIO-04,N-9-1,按連比分配
G9,GENERAL_OR_PREHIGH,G09-N-CONT-RATIO-05,N-9-1,連比改變問題
G9,GENERAL_OR_PREHIGH,G09-S-SIM-SCALE-01,S-9-1,縮放中心與倍率
G9,GENERAL_OR_PREHIGH,G09-S-SIM-POLY-01,S-9-1,對應角與對應邊
G9,GENERAL_OR_PREHIGH,G09-S-SIM-RATIO-01,S-9-1,相似比
G9,GENERAL_OR_PREHIGH,G09-S-SIM-AAA-01,S-9-2,AA相似
G9,GENERAL_OR_PREHIGH,G09-S-SIM-SAS-01,S-9-2,SAS相似
G9,GENERAL_OR_PREHIGH,G09-S-SIM-SSS-01,S-9-2,SSS相似
G9,GENERAL_OR_PREHIGH,G09-S-SIM-HIGH-01,S-9-2,對應高之比
G9,GENERAL_OR_PREHIGH,G09-S-SIM-AREA-01,S-9-2,面積比
G9,GENERAL_OR_PREHIGH,G09-S-SIM-APP-01,S-9-2,間接測量
G9,GENERAL_OR_PREHIGH,G09-S-PAR-MID-01,S-9-3,三角形中點連線
G9,GENERAL_OR_PREHIGH,G09-S-PAR-PROP-01,S-9-3,平行線截比例線段
G9,GENERAL_OR_PREHIGH,G09-S-PAR-REV-01,S-9-3,比例反推平行
G9,GENERAL_OR_PREHIGH,G09-S-PAR-APP-01,S-9-3,複合比例線段
G9,GENERAL_OR_PREHIGH,G09-S-RT-306090-01,S-9-4,30-60-90
G9,GENERAL_OR_PREHIGH,G09-S-RT-454590-01,S-9-4,45-45-90
G9,GENERAL_OR_PREHIGH,G09-S-TRIG-RATIO-01,S-9-4,固定銳角的邊長比不變
G9,GENERAL_OR_PREHIGH,G09-S-TRIG-CALC-01,S-9-4,計算機求三角比近似值
G9,GENERAL_OR_PREHIGH,G09-S-TRIG-APP-01,S-9-4,高距測量
G9,GENERAL_OR_PREHIGH,G09-S-ARC-01,S-9-5,弧與弦基本概念
G9,GENERAL_OR_PREHIGH,G09-S-ARCLEN-01,S-9-5,弧長
G9,GENERAL_OR_PREHIGH,G09-S-SECTOR-01,S-9-5,扇形面積
G9,GENERAL_OR_PREHIGH,G09-S-ARCSECTOR-APP-01,S-9-5,複合弧長面積
G9,GENERAL_OR_PREHIGH,G09-S-CENTERANGLE-01,S-9-6,圓心角與弧
G9,GENERAL_OR_PREHIGH,G09-S-INSCRIBED-01,S-9-6,圓周角
G9,GENERAL_OR_PREHIGH,G09-S-DIAMETER-ANGLE-01,S-9-6,直徑所對圓周角
G9,GENERAL_OR_PREHIGH,G09-S-CYCLIC-01,S-9-6,圓內接四邊形
G9,GENERAL_OR_PREHIGH,G09-S-TANGENTSEG-01,S-9-6,同外點切線段等長
G9,GENERAL_OR_PREHIGH,G09-S-POINTCIRCLE-01,S-9-7,點與圓
G9,GENERAL_OR_PREHIGH,G09-S-LINECIRCLE-01,S-9-7,直線與圓
G9,GENERAL_OR_PREHIGH,G09-S-TANGENT-01,S-9-7,半徑垂直切線
G9,GENERAL_OR_PREHIGH,G09-S-CHORDDIST-01,S-9-7,弦心距垂直平分弦
G9,GENERAL_OR_PREHIGH,G09-S-CIRCLE-MIX-01,S-9-6 / S-9-7,圓角弦切綜合
G9,GENERAL_OR_PREHIGH,G09-S-CIRCUMCENTER-01,S-9-8,外心與外接圓
G9,GENERAL_OR_PREHIGH,G09-S-CIRCUMCENTER-02,S-9-8,外心到頂點等距
G9,GENERAL_OR_PREHIGH,G09-S-CIRCUMCENTER-03,S-9-8,直角三角形外心
G9,GENERAL_OR_PREHIGH,G09-S-INCENTER-01,S-9-9,內心與內切圓
G9,GENERAL_OR_PREHIGH,G09-S-INCENTER-02,S-9-9,到三邊等距
G9,GENERAL_OR_PREHIGH,G09-S-INCENTER-AREA-01,S-9-9,面積與內切圓半徑
G9,GENERAL_OR_PREHIGH,G09-S-INCENTER-RT-01,S-9-9,直角三角形內切圓半徑
G9,GENERAL_OR_PREHIGH,G09-S-CENTROID-01,S-9-10,重心與中線
G9,GENERAL_OR_PREHIGH,G09-S-CENTROID-RATIO-01,S-9-10,2:1 分點
G9,GENERAL_OR_PREHIGH,G09-S-CENTROID-AREA-01,S-9-10,六等分面積
G9,GENERAL_OR_PREHIGH,G09-S-CENTERS-COMPARE-01,S-9-8 / S-9-9 / S-9-10,外心內心重心辨識
G9,GENERAL_OR_PREHIGH,G09-S-PROOF-MEAN-01,S-9-11,敘述與理由
G9,GENERAL_OR_PREHIGH,G09-S-PROOF-GEO-01,S-9-11,直接幾何推理
G9,GENERAL_OR_PREHIGH,G09-S-PROOF-ALG-01,S-9-11,代數恆等與整除推理
G9,GENERAL_OR_PREHIGH,G09-S-PROOF-COUNTER-01,S-9-11,用反例否定命題
G9,GENERAL_OR_PREHIGH,G09-S-SPACE-LINE-01,S-9-12,平行垂直歪斜
G9,GENERAL_OR_PREHIGH,G09-S-SPACE-LINEPLANE-01,S-9-12,線面平行垂直
G9,GENERAL_OR_PREHIGH,G09-S-SPACE-VIEW-01,S-9-12,示意圖判讀
G9,GENERAL_OR_PREHIGH,G09-S-PRISM-NET-01,S-9-13,直角柱展開圖
G9,GENERAL_OR_PREHIGH,G09-S-PRISM-SA-01,S-9-13,直角柱表面積
G9,GENERAL_OR_PREHIGH,G09-S-PRISM-VOL-01,S-9-13,直角柱體積
G9,GENERAL_OR_PREHIGH,G09-S-CONE-NET-01,S-9-13,直圓錐展開圖
G9,GENERAL_OR_PREHIGH,G09-S-CONE-SA-01,S-9-13,直圓錐表面積
G9,GENERAL_OR_PREHIGH,G09-S-PYRAMID-NET-01,S-9-13,正角錐展開圖
G9,GENERAL_OR_PREHIGH,G09-S-PYRAMID-SA-01,S-9-13,正角錐表面積
G9,GENERAL_OR_PREHIGH,G09-F-QUAD-MEAN-01,F-9-1,二次函數與二次方程式區別
G9,GENERAL_OR_PREHIGH,G09-F-QUAD-CONTEXT-01,F-9-1,具體二次關係
G9,GENERAL_OR_PREHIGH,G09-F-PARABOLA-01,F-9-2,y=ax²基本圖形
G9,GENERAL_OR_PREHIGH,G09-F-SHIFT-V-01,F-9-2,y=ax²+k
G9,GENERAL_OR_PREHIGH,G09-F-SHIFT-H-01,F-9-2,y=a(x-h)²
G9,GENERAL_OR_PREHIGH,G09-F-VERTEX-01,F-9-2,y=a(x-h)²+k
